gemeente_id,Provincienaam,Gemeentenaam,27-02-2020,28-02-2020,29-02-2020,01-03-2020,02-03-2020,03-03-2020,04-03-2020,05-03-2020,06-03-2020,07-03-2020,08-03-2020,09-03-2020,10-03-2020
285,Gelderland,Voorst,0,0,0,0,0,0,0,0,0,0,0,1,1
865,Noord-Brabant,Vught,0,0,0,0,0,0,0,0,0,0,0,1,1
1949,Friesland,Waadhoeke,0,0,0,0,0,0,0,0,0,0,0,0,0
866,Noord-Brabant,Waalre,0,0,0,0,0,0,0,0,1,1,1,1,1
867,Noord-Brabant,Waalwijk,0,0,0,0,0,0,0,0,1,3,5,5,5
627,Zuid-Holland,Waddinxveen,0,0,0,0,0,0,0,0,0,0,0,0,1
289,Gelderland,Wageningen,0,0,0,0,0,0,0,0,0,0,0,0,0
629,Zuid-Holland,Wassenaar,0,0,0,0,0,0,0,0,0,0,0,0,0
852,Noord-Holland,Waterland,0,0,0,0,0,0,0,0,0,0,1,1,1
988,Limburg,Weert,0,0,0,0,0,0,0,0,0,0,0,0,0
457,Noord-Holland,Weesp,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,Gelderland,West Betuwe,0,0,0,0,0,0,0,0,1,2,2,2,2
668,Gelderland,West Maas en Waal,0,0,0,0,0,0,0,0,1,1,1,1,1
1969,Groningen,Westerkwartier,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,Drenthe,Westerveld,0,0,0,0,0,0,0,0,0,0,0,0,0
293,Gelderland,Westervoort,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,Groningen,Westerwolde,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,Zuid-Holland,Westland,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Friesland,Weststellingwerf,0,0,0,0,0,0,0,0,0,0,0,0,0
614,Zuid-Holland,Westvoorne,0,0,0,0,0,0,0,0,1,1,1,1,1
189,Overijssel,Wierden,0,0,0,0,0,0,0,0,0,0,0,0,0
296,Gelderland,Wijchen,0,0,0,0,0,0,0,0,0,0,1,1,1
1696,Noord-Holland,Wijdemeren,0,0,0,0,0,0,0,0,0,0,0,0,0
352,Utrecht,Wijk bij Duurstede,0,0,0,0,0,0,0,0,1,1,1,1,1
294,Gelderland,Winterswijk,0,0,0,0,0,0,0,0,0,0,0,0,0
873,Noord-Brabant,Woensdrecht,0,0,0,0,0,0,0,0,0,0,0,0,0
632,Utrecht,Woerden,0,0,0,0,0,0,0,0,2,2,2,2,2
880,Noord-Holland,Wormerland,0,0,0,0,0,0,0,0,0,0,0,0,0
351,Utrecht,Woudenberg,0,0,0,0,0,0,0,0,0,0,0,0,0
479,Noord-Holland,Zaanstad,0,0,0,0,0,0,0,0,0,2,2,2,2
297,Gelderland,Zaltbommel,0,0,0,0,0,0,1,1,1,1,1,1,1
473,Noord-Holland,Zandvoort,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Flevoland,Zeewolde,0,0,0,0,0,0,0,1,1,1,1,1,1
355,Utrecht,Zeist,0,0,0,0,0,0,0,0,0,1,1,1,2
299,Gelderland,Zevenaar,0,0,0,0,0,0,0,0,0,0,0,0,0
637,Zuid-Holland,Zoetermeer,0,0,0,0,0,0,0,0,0,0,0,0,0
638,Zuid-Holland,Zoeterwoude,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,Zuid-Holland,Zuidplas,0,0,0,0,0,0,0,0,0,0,0,0,0
879,Noord-Brabant,Zundert,0,0,0,0,0,0,0,0,0,0,1,1,1
301,Gelderland,Zutphen,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,Overijssel,Zwartewaterland,0,0,0,0,0,0,0,0,0,0,0,0,0
642,Zuid-Holland,Zwijndrecht,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Overijssel,Zwolle,0,0,0,0,0,0,0,0,0,0,1,1,1
